state,county,tract,cz,czname,hhinc_mean2000,mean_commutetime2000,frac_coll_plus2000,frac_coll_plus2010,foreign_share2010,med_hhinc1990,med_hhinc2016,popdensity2000,poor_share2010,poor_share2000,poor_share1990,share_white2010,share_black2010,share_hisp2010,share_asian2010,share_black2000,share_white2000,share_hisp2000,share_asian2000,gsmn_math_g3_2013,rent_twobed2015,singleparent_share2010,singleparent_share1990,singleparent_share2000,traveltime15_2010,emp2000,mail_return_rate2010,ln_wage_growth_hs_grad,jobs_total_5mi_2015,jobs_highpay_5mi_2015,popdensity2010,ann_avg_job_growth_2004_2013,job_density_2013
36,5,2702,19400,New York,28804.174,38.107868,0.034237441,0.082185887,0.24853064,7140,16000,30095.637,0.41470981,0.62540859,0.6961863,0.009162012,0.22413407,0.75642461,0.006277933,0.2347973,0.011402027,0.74894428,0.000422297,3.219661,1136,0.73919106,0.82136601,0.72378141,0.10766961,0.29976502,73.699997,-0.20257398,1356400,845832,73360.656,-0.007312212,7442.623
36,5,2800,19400,New York,58779.34,47.394608,0.14032258,0.16601563,0.24674197,33557,49180,13696.596,0.082884446,0.14657751,0.068751052,0.008055854,0.76154673,0.22180451,0.002148228,0.77789438,0.012242042,0.2019937,0.001573977,3.219661,951,0.66248035,0.52781063,0.60474861,0.071134403,0.52779031,76.5,0.16617286,566075,280028,34695.652,-0.007823673,1950.3105
36,5,3100,19400,New York,43592.629,43.615383,0.12761021,0.21466666,0.36837816,15375,45101,9456.6582,0.29258353,0.23442733,0.36201781,0.005009393,0.34627426,0.63744521,0.002504696,0.20703654,0.01623816,0.76725304,0.00135318,3.219661,,0.60176992,0.55140185,0.57939917,0.040425532,0.46883988,72.800003,0.99039084,960499,538911,26616.668,-0.006845069,5750
36,5,3300,19400,New York,31585.199,39.697197,0.033557046,0.1106267,0.30903372,7955,20268,20673.686,0.51400799,0.59720868,0.59288281,0.009961911,0.26135364,0.72223848,0.00117199,0.20860077,0.014762516,0.76476252,0.001604621,3.219661,489,0.7589134,0.8148855,0.69438672,0.051075269,0.28159204,75.199997,-0.030195771,1177412,708209,58844.828,-0.001857916,4086.207
36,5,3500,19400,New York,39437.633,48.209316,0.083102494,0.077237852,0.29713058,14408,26066,24456.885,0.46661302,0.43426409,0.38480392,0.010901356,0.24169104,0.74102634,0.003722414,0.2530953,0.006910452,0.73509932,0.001727613,3.219661,,0.57707512,0.63114756,0.65376782,0.15330397,0.37605754,74.900002,-0.47720742,1000724,574716,68381.82,0.041747089,5490.9092
36,5,3700,19400,New York,39210.09,44.028,0.08730159,0,0,14405,,2851.4502,0.18905473,0.44135189,0.26436782,0.03265306,0.31836733,0.6489796,,0.36401674,0.006276151,0.6213389,,3.219661,,0,0.75,0.75,0,0.45360824,64,,1093163,646706,3769.231,-0.016982006,276.9231
36,5,3800,19400,New York,70916.555,44.894852,0.080344334,0.25057209,0.29338843,29187,30694,19922.078,0.29988194,0.30271083,0.14325842,0.019778481,0.34810126,0.60205698,0.007864855,0.34837687,0.034045924,0.59619951,0.006532067,3.219661,693,0.4419643,0.25899279,0.53012049,0.16767676,0.50369591,68.099998,0.13655968,482912,226770,52666.668,,333.33334
36,5,3900,19400,New York,40045.961,41.208305,0.02978236,0.15262283,0.35989642,10918,28537,27852.551,0.30437934,0.42278185,0.41803753,0.025019305,0.14841698,0.8137452,0.007258687,0.18681501,0.014613085,0.7879442,0.004317503,3.219661,896,0.51473922,0.70430905,0.61936337,0.095791005,0.35524771,71.199997,-0.079958931,1406549,884400,78012.055,0.025351558,6927.7109
36,5,4001,19400,New York,54000.719,40.758892,0.18624642,0.25201613,0.55571532,27788,49709,11531.122,0.18475917,0.27985349,0.020014826,0.07535211,0.16338028,0.5112676,0.12745573,0.18450704,0.15211268,0.50915492,0.080399059,3.219661,895,0.37234041,0.2644628,0.33142856,0,0.45017794,68.099998,0.49937192,436758,211236,29583.334,-0.07412529,687.5
36,5,4100,19400,New York,33273.594,47.425762,0.025641026,0.12044374,0.25098103,8265,18394,28365.262,0.48184657,0.50709897,0.59996736,0.017137261,0.24922474,0.72613025,0.003590664,0.25400764,0.009923664,0.72805345,0.003435115,3.219661,,0.82701421,0.72200263,0.7263158,0.067546174,0.31418553,74,-0.044596415,1317745,819982,86295.773,0.020279584,6901.4082
36,5,4200,19400,New York,54291.113,50.421352,0.11474141,0.13764434,0.056503657,24626.67244,23250,15577.993,0.21537796,0.32425717,0.24079469,0.011199776,0.42769146,0.55270892,0.004759905,0.4796046,0.017932851,0.48997605,0.003092337,3.219661,838,0.87741047,0.50461334,0.64550221,0.029411765,0.43930361,76.400002,,458167,219616,38197.859,0.003517647,11860.962
36,5,4300,19400,New York,43563.617,47.484795,0.041436464,0.10193826,0.2151926,11318,21551,21247.332,0.42140687,0.3091839,0.49228764,0.016811708,0.21400316,0.75830698,0.006922469,0.20651492,0.006055544,0.77531844,0.008148756,3.219661,,0.86741215,0.76478678,0.58544302,0.11233053,0.34971869,74.800003,0.036745373,1093715,649602,58114.945,-0.000414251,9229.8857
36,5,4400,19400,New York,36996.781,45.430096,0.063352048,0.090211831,0.18200409,12832,20725,17734.898,0.46869069,0.5755102,0.40680474,0.021054827,0.35084426,0.60725451,0.008179454,0.41682723,0.013059302,0.55726826,0.005381702,3.219661,606,0.81306714,0.74440897,0.78307694,0,0.30798006,77.400002,0.019008523,456589,219424,47029.414,0.040285259,9176.4707
36,5,4600,19400,New York,38218.113,44.343964,0.10186092,0.081730768,0.20231214,21906,40625,10555.169,0.19010918,0.32217309,0.2373461,0.020578777,0.39035371,0.58649516,0.001286174,0.4131653,0.037114847,0.52450979,0.010504202,3.219661,715,1,0.37837839,0.64161849,0.175,0.39495116,72.800003,0.28805122,530385,263520,29903.846,0.012044498,3576.9231
36,5,4800,19400,New York,38163.469,46.62191,0.060340382,0.065457761,0.37000507,15917,30179,24780.693,0.46939808,0.51557189,0.43308416,0.017769765,0.18078806,0.76976562,0.015194437,0.1661229,0.019575857,0.77841216,0.024741709,3.219661,983,0.76870745,0.75650841,0.61182994,0.080525883,0.41221374,72.199997,-0.064609699,517235,261539,68122.805,0.05031753,2210.5264
36,5,5001,19400,New York,41382.59,50.30085,0.080583535,0.086497888,0.34193274,17250,27283,49383.219,0.34917927,0.42766118,0.38714457,0.011537654,0.2787917,0.69351792,0.006293266,0.25130352,0.014525141,0.71089387,0.010349303,3.219661,1314,0.83301705,0.5992462,0.61622941,0.034371644,0.3922869,68.099998,,537322,270870,125447.38,0.042011149,1105.2632
36,5,5002,19400,New York,41382.59,50.300842,0.080583535,0.088143796,0.50226158,17250,28010,51851.398,0.37561253,0.42766118,0.38714457,0.010303967,0.1650352,0.79289025,0.009772834,0.25130355,0.014525141,0.71089387,0.010349303,3.219661,,0.75124377,0.5992462,0.61622941,0.08588957,0.39228687,70.099998,,531849,269335,132340.91,0.035062343,5113.6362
36,5,5100,19400,New York,28062.809,41.36488,0.030346304,0.08800716,0.25051296,9299.097716,19657,11574.867,0.41820556,0.56868833,0.50630218,0.008433735,0.35008606,0.63597244,0.001893288,0.37723246,0.007026431,0.6055001,0.0045908,3.219661,,0.68959731,0.78221649,0.79632062,0.048318043,0.26802167,78.699997,,1396926,881232,30740.742,0.027766215,14846.562
36,5,5200,19400,New York,36598.094,51.789413,0.045608107,0.10801688,0.43233743,13750,18917,11975.195,0.34790421,0.40625,0.39364919,0.016740521,0.29394388,0.66371244,0.005416051,0.31015554,0.012808783,0.64272642,0.019670632,3.219661,,0.3857868,0.57246375,0.64264262,0.18267716,0.29894179,69,0.95005864,549185,276411,29014.285,-0.046987098,6957.1431
36,5,5300,19400,New York,38283.598,51.174168,0.094761908,0.16706218,0.20961538,21822,15141,61926.094,0.44274598,0.411237,0.21508864,0.008567145,0.54829729,0.43414009,0.002570143,0.62749338,0.007450132,0.35760635,0.001201634,3.219661,694,0.8721137,0.66032952,0.75522387,0.08139535,0.3584559,63.799999,,511842,262613,179576.92,-0.037961438,2769.2307
36,5,5400,19400,New York,41828.543,48.439365,0.051453393,0.094283395,0.46765774,20308,29857,27788.486,0.34266517,0.38138357,0.30991217,0.01537673,0.26123357,0.65094823,0.02272339,0.29099098,0.013693694,0.6189189,0.038378377,3.219661,1130,0.46126762,0.56200528,0.57692307,0.076341949,0.40745404,61.900002,-0.19225116,522347,265652,76012.984,0.000554325,2610.3896
36,5,5600,19400,New York,36237.383,48.696232,0.085714288,0.11496869,0.35244817,19016,18918,19898.963,0.2770181,0.36489004,0.30948418,0.01512357,0.23423091,0.67502767,0.020287717,0.27638376,0.022140222,0.63948339,0.021771219,3.219661,,0.79005527,0.67474049,0.60439563,0.11741683,0.32077342,71,-0.37255874,513233,263298,51150.945,0.013173014,679.2453
36,5,5902,19400,New York,59775.914,36.687435,0.19722383,0.18757327,0.2886942,29583,29908,38148.07,0.24863732,0.2547628,0.25574499,0.043764524,0.30170411,0.63168085,0.013168086,0.37770322,0.03430276,0.57531691,0.015692377,3.219661,1238,0.66530615,0.47075209,0.625,0.16635688,0.4962742,80.199997,0.26943713,809458,447399,95629.625,-0.046589267,6629.6294
36,5,6000,19400,New York,48897.98,37.220222,0.06004544,0.050613496,0.48139712,24013,39783,3304.4626,0.35990888,0.17221606,0.28162056,0.018600531,0.13728964,0.83082372,0.001771479,0.13604435,0.029574862,0.81404805,0.004621072,3.219661,999,0.63473052,0.6171875,0.59917355,0.17115384,0.49767321,77.099998,0.50988328,481951,242720,8960.3174,0.13242242,2333.3333
36,5,6100,19400,New York,51402.715,38.666542,0.14876585,0.23351765,0.10930802,27890,42713,16665.086,0.19267467,0.15858586,0.07562536,0.012927552,0.82924861,0.15216807,0.002154592,0.81505322,0.020797227,0.15548404,0.0037413,3.219661,996,0.91836733,0.5,0.65373963,0.06642729,0.39743963,67.699997,0.88458312,861393,482855,39500,0.16344827,23851.064
36,5,6200,19400,New York,41612.891,50.222591,0.07122983,0.073294245,0.2854971,13778,24835,33162.484,0.37509513,0.41000473,0.40061837,0.005770691,0.33591497,0.63857251,0.009263477,0.43959993,0.014220972,0.52445692,0.007657446,3.219661,715,0.7854985,0.74973375,0.7372781,0.10435168,0.31938821,73.900002,0.59847176,493059,251464,87800,0.064793281,1853.3333
36,5,6300,19400,New York,46320.082,41.004333,0.067860238,0.14256912,0.34152067,18096.68653,31926,5673.6899,0.27850163,0.35352218,0.42594385,0.037121214,0.24791667,0.6592803,0.036000762,0.31680959,0.025214408,0.59879929,0.046263333,3.219661,1266,0.71663922,0.62077922,0.61580384,0.072953738,0.38620529,74.5,,861807,485219,13299.748,0.035185028,8806.0449
36,5,6400,19400,New York,56608.445,42.469883,0.14654419,0.17688888,0.37426114,28111,27917,24141.037,0.2684041,0.22560169,0.19057201,0.016133098,0.34660953,0.54575247,0.031827796,0.38064027,0.020418452,0.53768593,0.020756345,3.219661,1229,0.62982005,0.43526787,0.50193048,0.070517629,0.46272957,62.799999,-0.31696084,478666,239314,62968.254,0.048820477,682.53967
36,5,6500,19400,New York,41480.543,40.077656,0.11973735,0.10573292,0.34449121,11672,22365,17730.158,0.4472169,0.37343252,0.39591441,0.031665731,0.29679596,0.64418215,0.018549748,0.2831364,0.032867882,0.64661652,0.026638024,3.219661,1052,0.74185139,0.65639448,0.66863036,0.04594272,0.38599589,71.800003,0.30338302,1073689,645863,52841.582,-0.002860802,55722.77
36,5,6700,19400,New York,40611.078,39.98045,0.019834222,0.029449424,0.40318513,10200,20945,30555.947,0.48169091,0.38214785,0.50674886,0.012600229,0.24155211,0.7335338,0.007932845,0.29841319,0.012324757,0.67323989,0.008473271,3.219661,,0.72083336,0.7281673,0.68520576,0.13809991,0.3282668,75,-0.15213731,879336,490436,85170.727,-0.076523222,5939.0244
36,5,6800,19400,New York,59107.563,46.681087,0.10568696,0.096849471,0.27817297,23207,47863,20517.246,0.2012012,0.28377941,0.27158061,0.015188126,0.32240248,0.57542282,0.041337453,0.31255844,0.010595201,0.59613585,0.039287314,3.219661,1205,0.62433863,0.45507246,0.54893619,0.19320388,0.42730722,64.199997,0.16613282,501429,254395,48283.336,-0.036695585,2500
36,5,6900,19400,New York,27535.578,41.472221,0.065627947,0.12895623,0.22805446,10016,26513,22997.494,0.47617322,0.62278074,0.54231393,0.012823903,0.34333685,0.62757802,0.00968681,0.32801294,0.020124914,0.6379829,0.002544529,3.219661,,0.63213038,0.74468082,0.74539363,0.14268585,0.24600071,72.5,0.32851627,741051,391509,103616.44,0.019912932,1684.9315
36,5,7000,19400,New York,57890.387,50.270802,0.13454396,0.12793522,0.32506377,30852,33412,20303.479,0.27002615,0.24499382,0.17786327,0.025305411,0.23211169,0.60885692,0.053994659,0.23149039,0.031730771,0.60865384,0.070432685,3.219661,1391,0.66539198,0.37231505,0.44483364,0.081596188,0.50443083,62.299999,-0.17508635,440060,214643,58025.313,0.003872603,1481.0126
36,5,7100,19400,New York,57922.281,37.987453,0.10753769,0.17809524,0.22827555,8565,37744,7137.8535,0.4832558,0.32802197,0.50817758,0.006292606,0.33088621,0.6518091,0.006888497,0.29708222,0.021220159,0.67427057,0.00265252,3.219661,1150,0.52654868,0.71428573,0.57641923,0.024778761,0.39418182,77.300003,-0.2777791,826836,451890,18696.078,0.034255091,11509.804
36,5,7200,19400,New York,56053.676,47.52774,0.1508652,0.16176471,0.52968669,26406.47928,35032,23880.4,0.30707979,0.26888767,0.15379399,0.039580267,0.12868188,0.51877761,0.1534694,0.1543272,0.073547848,0.5602513,0.13831471,3.219661,1330,0.43128654,0.40823844,0.43666294,0.15033861,0.51988238,69.599998,0.22848117,428552,209227,66243.898,0.059156615,2536.5852
36,5,7300,19400,New York,40558.434,48.307236,0.04452467,0.1094358,0.30743051,10014,19925,23173.352,0.34316507,0.40956789,0.49345386,0.00976111,0.2283586,0.75237608,0.004109941,0.22105911,0.009852217,0.75246304,0.007389163,3.219661,840,0.8214286,0.67262971,0.66804123,0.051476792,0.39171124,74.699997,0.2298938,885693,485025,72092.594,-0.1521195,2851.8518
36,5,7400,19400,New York,66849.344,50.234051,0.22912802,0.21363093,0.23800689,31930,39375,18716.406,0.1367612,0.16426602,0.13365014,0.018598383,0.37789756,0.57088947,0.013477088,0.4384813,0.025121324,0.5049957,0.018575627,3.219661,1214,0.65765768,0.539823,0.49115044,0.060704961,0.4541502,76.099998,0.11833309,442872,208537,51527.781,-0.13189329,388.88892
36,5,7500,19400,New York,47299.305,44.124561,0.079174481,0.13109638,0.22281973,15123,26401,20574.217,0.27051672,0.3385708,0.4657076,0.008831382,0.30129391,0.67898953,0.00410762,0.31271333,0.007679181,0.66659558,0.004753779,3.219661,637,0.680776,0.65306121,0.61769354,0.10530247,0.36407185,77.800003,0.087061062,753057,396232,55329.547,0.10880379,4318.1816
36,5,7600,19400,New York,54998.852,44.703808,0.12487241,0.11414745,0.39935589,24404.24103,34778,22704.346,0.29414922,0.22119531,0.2468904,0.023314066,0.21001926,0.65857416,0.052265715,0.22235748,0.024954353,0.69446135,0.031254794,3.219661,1237,0.58620691,0.47758621,0.54910713,0.076716013,0.46690178,65.400002,,434635,212935,61785.715,0.11496098,2726.1904
36,5,7700,19400,New York,37310.516,40.01067,0.036848795,0.14787431,0.27059495,8567,30912,11584.209,0.23081395,0.44293126,0.61491764,0.017644007,0.22625843,0.73689675,0.007265179,0.2440704,0.015302218,0.71996939,0.015302218,3.219661,,0.60804021,0.79141104,0.63874346,0.050441362,0.34525025,74.599998,0.3155272,712097,371621,43795.453,0.10203965,13568.182
36,5,7800,19400,New York,66304.891,44.147655,0.12184874,0.15424374,0.31809244,29343,40083,20076.584,0.2715503,0.19651011,0.1550782,0.05001558,0.16827673,0.66749763,0.058882795,0.17549829,0.084265113,0.63814616,0.060444012,3.219661,1308,0.57360405,0.34889755,0.52530932,0.073571719,0.48099285,66.599998,-0.36943105,418612,202486,53932.773,0.011586434,1109.2437
36,5,7900,19400,New York,32268.783,41.335949,0.047707889,0.089915968,0.28010118,8830,25651,33335.016,0.37603655,0.49831185,0.52394605,0.013366998,0.25337887,0.72597653,0.001485222,0.21521673,0.014549864,0.76098818,0.003940588,3.219661,,0.78518516,0.71707314,0.69003689,0.13718821,0.29049677,76,-0.052755233,756450,396417,88592.109,-0.045378722,2789.4739
36,5,8300,19400,New York,45984.422,47.100346,0.047801711,0.065682434,0.29485306,8736,22704,28999.734,0.40282515,0.28873467,0.59424239,0.012510154,0.15255889,0.8268075,0.005036556,0.17504835,0.009832366,0.80899417,0.007898131,3.219661,973,0.78166467,0.82887077,0.62820512,0.088111885,0.43884724,76,-0.080282703,774324,402951,74156.633,-0.067393877,6108.4341
36,5,8400,19400,New York,73672.695,47.475155,0.15472312,0.21779141,0.35167465,42891,66958,13259.858,0.11842106,0.18460111,0.081314877,0.01853412,0.3285594,0.60994101,0.03078619,0.37181339,0.00962001,0.6017316,0.011063011,3.219661,1363,0.33189654,0.3068783,0.41434264,0.055054151,0.43968871,59.799999,0.38227731,419943,197626,38918.031,-0.093885176,573.77051
36,5,8500,19400,New York,43015.516,43.333183,0.075148553,0.12837838,0.30987185,12393,28403,29775.744,0.35451129,0.5088734,0.55613959,0.017408833,0.20524098,0.7647059,0.006361423,0.23378779,0.019344142,0.73526162,0.005711128,3.219661,866,0.81949931,0.58852458,0.60876369,0.12032086,0.32489905,72.699997,-0.21586192,715411,370644,77957.141,0.048341345,5200
36,5,8600,19400,New York,32265.73,46.459007,0.042192258,0.089081772,0.17496741,11526,21747,23346.781,0.32411996,0.45577762,0.38428441,0.011015326,0.32950193,0.63266283,0.012229748,0.36772427,0.015065053,0.60465646,0.001597809,3.219661,359,0.74172187,0.64882946,0.69349313,0.17898023,0.27839947,78.800003,0.036121104,431132,203901,58000.004,-0.20506509,125.00001
36,5,8700,19400,New York,42846.707,40.681961,0.05622967,0.06851691,0.33206227,14531.14763,29152,24450.533,0.35823345,0.4308835,0.45722359,0.011525796,0.2010611,0.78192461,0.001463593,0.17070889,0.012709216,0.80945426,0.004999714,3.219661,1072,0.75143677,0.69552028,0.61678356,0.13931298,0.35353574,75.199997,0.24429126,675433,350909,66658.531,-0.004745478,8085.3657
36,5,8900,19400,New York,32033.838,43.623875,0.080808081,0.025990099,0.23716061,9967,26711,26343.174,0.50672352,0.44111776,0.45831817,0.014164306,0.14479068,0.83128738,0.005665722,0.12508662,0.01074151,0.85862786,0.002772003,3.219661,1107,0.68860757,0.68167204,0.57692307,0.18451025,0.35691169,79.5,0.011180876,649021,328242,75642.859,0.024137475,8380.9521
36,5,9000,19400,New York,45011.301,53.479412,0.083150975,0.10845507,0.20096077,13748.88133,28631,3804.6108,0.35895383,0.40276852,0.41709107,0.027270248,0.30351785,0.64548677,0.020179983,0.33882266,0.041685611,0.59335691,0.010978089,3.219661,455,0.81632656,0.6143713,0.65145892,0.1369258,0.34972715,77.400002,,379129,172375,9778.667,0.027402615,7248
36,5,9200,19400,New York,61553.664,48.917873,0.15833874,0.088875808,0.40081197,27077,38708,15790.73,0.27864921,0.19416088,0.17370781,0.054414988,0.138529,0.60673708,0.10604655,0.12917778,0.10129178,0.59995902,0.095712714,3.219661,1386,0.46005917,0.36652541,0.49470499,0.10602522,0.5464614,69.5,0.32128504,402269,196755,42159.664,0.074504323,7075.6299
36,5,9300,19400,New York,36615.047,38.608829,0.041435443,0.069638617,0.22273886,14450.39104,30811,2404.8496,0.36477873,0.44930232,0.44825882,0.017778477,0.27218378,0.69776589,0.006226317,0.24642922,0.01645272,0.72771651,0.003818478,3.219661,1104,0.70140517,0.70568562,0.60118341,0.11697248,0.31900212,66.699997,,729149,363319,7157.6577,0.065559536,12153.153
36,5,9600,19400,New York,72340.016,48.401775,0.15849057,0.17281273,0.2497828,37198.7142,47250,3002.2256,0.30289641,0.087209299,0.15502329,0.076329991,0.15882806,0.59406322,0.070479386,0.1510243,0.16674607,0.54025728,0.072455376,3.219661,1556,0.60830861,0.22543353,0.38095239,0.21438263,0.49935731,62.400002,,359466,172362,9607.4072,0.024819413,17414.814
36,5,9800,19400,New York,69422.836,45.939251,0.15426846,0.26567706,0.16929057,33209,54007,10733.328,0.11723466,0.16526662,0.10686275,0.033743549,0.27034539,0.62266773,0.032153789,0.29216322,0.050379198,0.60111952,0.034850124,3.219661,1427,0.67703706,0.3837375,0.47317743,0.043619491,0.48180529,71.300003,0.020933162,422895,201189,25316.582,-0.002605518,2326.6331
36,5,11000,19400,New York,40221.348,21.173134,0.17646557,0,0.53097343,7737.458511,,44.321636,0,0.33688492,0.37352204,0.033112582,0.099337749,0.78807944,0.079470202,0.18338038,0.35019127,0.43776414,0.020329339,3.219661,,,0.20487805,0.076121718,0,0.2192014,47.599998,,347585,158437,188.98622,-0.082682252,136.42052
36,5,11502,19400,New York,32370.299,39.940689,0.032390747,0.070020966,0.31052971,8740,22321,12094.383,0.52968752,0.53653497,0.59522271,0.008064516,0.25576037,0.72281104,0.004700461,0.26648948,0.012563421,0.71321577,0.004107272,3.219661,998,0.6050157,0.82708335,0.68189806,0.12399464,0.33726683,70.699997,0.13951935,599453,298670,32878.789,0.03500776,5803.0303
36,5,11700,19400,New York,28964.248,47.368256,0.032191068,0.053645115,0.32410181,11676.27059,26500,1237.8226,0.50673652,0.47389558,0.39058998,0.007570978,0.28580442,0.70157731,0.000630915,0.33156341,0.007079646,0.65073746,0.006489676,3.219661,1093,1,0.7361111,0.69433963,0.28971961,0.29958159,74.099998,,613664,295352,2996.2195,-0.014449476,7739.1309
36,5,11800,19400,New York,95356.016,35.284256,0.21954554,0.2850928,0.13944563,43282.7591,85048,4682.8564,0.04932012,0.048742253,0.047609765,0.76459026,0.033798389,0.17252898,0.014632472,0.011639608,0.82115537,0.11976385,0.014611229,3.219661,1443,0.2846154,0.15887846,0.20248595,0.056469541,0.55631429,71.300003,-0.14128482,238311,105703,12174.641,-0.002283185,1035.8851
36,5,11900,19400,New York,42265.051,47.155697,0.047086067,0.070554122,0.26459509,10027,23224,28932.404,0.42033899,0.42500001,0.55061281,0.014040014,0.24710424,0.72288525,0.006318006,0.26037973,0.010849155,0.71228874,0.004363247,3.219661,1064,0.82905984,0.69065851,0.67076504,0.083052747,0.38637733,75.800003,0.12682956,602484,300767,89031.242,0.049569115,14296.874
36,5,12101,19400,New York,41383.109,41.243996,0.10170604,0.10245129,0.30342343,14420,29294,24733.373,0.28566229,0.5030455,0.49272728,0.011650485,0.30711973,0.67313915,0.005177994,0.25712299,0.016330786,0.71959692,0.006254343,3.219661,1044,0.54965359,0.77999997,0.64175826,0.083685547,0.36457261,73.099998,-0.55118138,573069,290261,68666.664,0.04754499,2666.6665
36,5,12102,19400,New York,38315.004,41.95393,0.029925186,0.13776337,0.22056738,14850,18692,31876.354,0.52340424,0.45066187,0.54102165,0.006744328,0.18700184,0.79705703,0.001226242,0.16615194,0.008029648,0.81470042,0.000617665,3.219661,457,0.7318182,0.82038838,0.64940238,0.065759636,0.37597656,77.400002,0.73260593,573961,290585,81550,0.011775516,4000
36,5,12300,19400,New York,36556.461,41.179699,0.062508225,0.12412178,0.26157406,9269,24474,10045.571,0.49317804,0.40009812,0.49907494,0.007225433,0.27336225,0.70423889,0.004094413,0.22983237,0.015737256,0.74485117,0.004105371,3.219661,524,0.78857142,0.72910661,0.66051483,0.19311064,0.34974498,73.699997,0.19462022,563287,286230,37071.426,0.093466148,2633.9285
36,5,12500,19400,New York,59733.215,36.700676,0.13362382,0.23076923,0.21698113,21705,28359,13454.509,0.32861635,0.324756,0.40909091,0.009475032,0.31139565,0.65556979,0.014084508,0.37208277,0.013650374,0.57111406,0.019501746,3.219661,1189,0.72064054,0.49295774,0.51791531,0.12222222,0.45167065,72.699997,-0.10795053,583073,294955,60076.926,0.098538265,3476.9231
